srcip,sport,dstip,dsport,proto,state,dur,sbytes,dbytes,sttl,dttl,sloss,dloss,service,Sload,Dload,Spkts,Dpkts,swin,dwin,stcpb,dtcpb,smeansz,dmeansz,trans_depth,res_bdy_len,Sjit,Djit,Stime,Ltime,Sintpkt,Dintpkt,tcprtt,synack,ackdat,is_sm_ips_ports,ct_state_ttl,ct_flw_http_mthd,is_ftp_login,ct_ftp_cmd,ct_srv_src,ct_srv_dst,ct_dst_ltm,ct_src_ ltm,ct_src_dport_ltm,ct_dst_sport_ltm,ct_dst_src_ltm,attack_cat,Label
15,59.166.0.1,15870,149.171.126.8,53,udp,CON,0.001038,146,178,31,29,0,0,dns,562620.4375,685934.5,2,2,0,0,0,0,73,89,0,0,0.0,0.0,1421927814,1421927814,0.002,0.006,0.0,0.0,0.0,0,0,0,0,0,2,2,2,3,1,1,1,,0
16,59.166.0.5,61523,149.171.126.6,18255,tcp,FIN,0.016013999999999997,2974,30506,31,29,7,18,-,1455226.625,14934932.0,48,50,255,255,3657322411,1508076178,62,610,0,0,18.7424,17.864210999999997,1421927814,1421927814,0.332489,0.31393899999999997,0.000755,0.000617,0.000138,0,0,0,0,0,5,2,3,4,1,1,1,,0
17,59.166.0.6,54674,149.171.126.2,53,udp,CON,0.001064,146,178,31,29,0,0,dns,548872.1875,669172.9375,2,2,0,0,0,0,73,89,0,0,0.0,0.0,1421927814,1421927814,0.011000000000000001,0.009000000000000001,0.0,0.0,0.0,0,0,0,0,0,2,2,4,6,1,1,1,,0
18,59.166.0.6,31567,149.171.126.4,6881,tcp,FIN,2.765924,13766,548216,31,29,21,197,-,39651.125,1582010.25,240,438,255,255,3764811290,3776534255,57,1252,0,0,2741.130266,2062.841743,1421927811,1421927814,11.571561,6.328181,0.0006389999999999999,0.000499,0.00014,0,0,0,0,0,7,8,3,6,2,1,2,,0
19,59.166.0.0,28169,149.171.126.5,5190,tcp,FIN,0.004543999999999999,1470,1728,31,29,5,4,-,2471831.0,2825704.25,22,14,255,255,1687740788,1688055432,67,123,0,0,13.286283,0.386251,1421927815,1421927815,0.216381,0.293077,0.0007379999999999999,0.000599,0.000139,0,0,0,0,0,3,7,3,1,1,1,1,,0
20,59.166.0.7,31481,149.171.126.5,22,tcp,FIN,0.009164,3624,5578,31,29,7,7,ssh,3058926.25,4682671.5,30,26,255,255,3953127009,3957545989,121,215,0,0,20.989051,22.256519,1421927815,1421927815,0.316,0.34124,0.00063,0.000504,0.000126,0,0,0,0,0,1,3,3,1,1,1,1,,0
21,59.166.0.3,12787,149.171.126.4,80,tcp,FIN,13.853370000000002,18890,1087890,31,29,2,370,http,10877.93066,627389.3125,354,746,255,255,4203064307,2086128545,53,1458,1,524288,2791.3872109999998,1860.513766,1421927801,1421927815,39.243699,18.594452,0.00062,0.000496,0.000124,0,0,1,0,0,2,2,3,1,1,1,1,,0
22,59.166.0.1,38208,149.171.126.4,8285,tcp,FIN,0.033175,4014,59460,31,29,7,28,-,953730.25,14133776.0,68,70,255,255,2107745004,2120694936,59,849,0,0,0.0,28.194126,1421927815,1421927815,0.489358,0.480338,0.000648,0.000509,0.000139,0,0,0,0,0,3,8,3,2,1,1,1,,0
23,59.166.0.6,58309,149.171.126.0,80,tcp,FIN,1.0688739999999999,1684,10168,31,29,3,5,http,11705.77637,71881.25,14,18,255,255,1627744663,1628810555,120,565,1,3924,8782.983565,7691.178293000001,1421927814,1421927815,82.19323299999999,62.841824,0.000724,0.000559,0.000165,0,0,1,0,0,2,3,2,2,1,1,1,,0
24,59.166.0.6,57318,149.171.126.3,5190,tcp,FIN,0.056995000000000004,1470,1728,31,29,5,4,-,197069.9219,225282.9219,22,14,255,255,1747740254,1748030200,67,123,0,0,361.962748,14.199871,1421927815,1421927815,2.714048,4.332231,0.000671,0.000521,0.00015,0,0,0,0,0,7,6,2,2,1,1,1,,0
25,59.166.0.8,11449,149.171.126.3,9500,tcp,FIN,0.036182,4014,59460,31,29,7,28,-,874467.9375,12959151.0,68,70,255,255,20260526,33184368,59,849,0,0,0.0,30.953445000000002,1421927815,1421927815,0.534701,0.517261,0.0007509999999999999,0.000488,0.000263,0,0,0,0,0,15,6,2,4,1,1,1,,0
26,59.166.0.8,39602,149.171.126.5,38022,tcp,FIN,0.020983,2974,30506,31,29,7,18,-,1110613.375,11398180.0,48,50,255,255,20257224,2165944081,62,610,0,0,26.112039000000003,24.837575,1421927815,1421927815,0.43938299999999997,0.41644899999999996,0.0007070000000000001,0.000567,0.00014,0,0,0,0,0,15,7,3,4,1,1,1,,0
27,59.166.0.8,46158,149.171.126.7,25,tcp,FIN,0.024435,37372,3380,31,29,18,8,smtp,12000491.0,1080417.375,52,42,255,255,4017324528,1868805315,719,80,0,0,25.172506,1.141148,1421927815,1421927815,0.47225500000000004,0.581488,0.000746,0.00059,0.000156,0,0,0,0,0,1,1,1,4,1,1,1,,0
28,175.45.176.2,58101,149.171.126.13,179,tcp,FIN,0.5153449999999999,514,268,254,252,2,1,-,7187.418456999999,3477.282471,10,6,255,255,1521420731,3399719053,51,45,0,0,2629.9534719999997,115.317203,1421927814,1421927815,49.547889,87.881398,0.142456,0.075936,0.06652000000000001,0,1,0,0,0,4,4,1,1,1,1,1,,0
29,59.166.0.9,63212,149.171.126.4,80,tcp,FIN,1.0088469999999998,1684,10168,31,29,3,5,http,12402.27734,76158.22656,14,18,255,255,1387742332,3538357601,120,565,1,3924,8765.609249,7675.652131,1421927814,1421927815,77.576464,59.311294,0.000697,0.000551,0.000146,0,0,1,0,0,1,2,3,1,1,1,1,,0
30,59.166.0.8,32934,149.171.126.6,53,udp,CON,0.001078,146,178,31,29,0,0,dns,541744.0,660482.4375,2,2,0,0,0,0,73,89,0,0,0.0,0.0,1421927815,1421927815,0.011000000000000001,0.009000000000000001,0.0,0.0,0.0,0,0,0,0,0,2,2,1,4,1,1,1,,0
31,59.166.0.1,8708,149.171.126.8,60842,tcp,FIN,0.021013999999999998,2974,30506,31,29,7,18,-,1108975.0,11381365.0,48,50,255,255,4253127983,2108056874,62,610,0,0,26.622021999999998,26.186384,1421927815,1421927815,0.44033999999999995,0.425271,0.000745,0.000591,0.000154,0,0,0,0,0,3,2,1,2,1,1,1,,0
32,59.166.0.4,1868,149.171.126.0,5190,tcp,FIN,0.004577,1470,1728,31,29,5,4,-,2454009.0,2805331.0,22,14,255,255,1927740184,1928067439,67,123,0,0,13.394843,0.397658,1421927815,1421927815,0.217952,0.292538,0.0007700000000000001,0.0006320000000000001,0.000138,0,0,0,0,0,8,3,2,1,1,1,1,,0
33,175.45.176.2,64670,149.171.126.13,179,tcp,FIN,0.726272,546,268,254,252,2,1,-,5419.457031,2467.395264,10,6,255,255,3155012164,1100758046,55,45,0,0,3474.8407810000003,160.864969,1421927815,1421927816,63.74766700000001,119.484398,0.251365,0.12884,0.122525,0,1,0,0,0,4,4,1,1,1,1,1,,0
34,59.166.0.0,15374,149.171.126.1,53,udp,CON,0.001064,146,178,31,29,0,0,dns,548872.1875,669172.9375,2,2,0,0,0,0,73,89,0,0,0.0,0.0,1421927816,1421927816,0.011000000000000001,0.009000000000000001,0.0,0.0,0.0,0,0,0,0,0,3,2,1,1,1,1,1,,0
35,59.166.0.1,65358,149.171.126.3,53,udp,CON,0.000981,146,178,31,29,0,0,dns,595310.875,725790.0,2,2,0,0,0,0,73,89,0,0,0.0,0.0,1421927816,1421927816,0.002,0.004,0.0,0.0,0.0,0,0,0,0,0,2,3,1,1,1,1,1,,0
36,59.166.0.9,64300,149.171.126.2,37179,tcp,FIN,0.021023,2974,30506,31,29,7,18,-,1108500.25,11376493.0,48,50,255,255,320256520,2470138341,62,610,0,0,25.534660000000002,23.960379,1421927816,1421927816,0.44033999999999995,0.417571,0.0006889999999999999,0.000552,0.00013700000000000002,0,0,0,0,0,7,9,1,1,1,1,1,,0
37,59.166.0.4,11548,149.171.126.9,22,tcp,FIN,0.465866,3728,5474,31,29,7,7,ssh,62026.41797,90085.99219,32,24,255,255,80257177,80565824,117,228,0,0,999.152827,30.58799,1421927815,1421927816,15.027935999999999,20.223262,0.000731,0.000594,0.00013700000000000002,0,0,0,0,0,1,1,1,1,1,1,1,,0
38,59.166.0.6,4198,149.171.126.5,22,tcp,FIN,0.513908,3728,5578,31,29,7,7,ssh,56227.96094,83501.32031,32,26,255,255,1987740530,1988075059,117,215,0,0,1277.1571800000002,40.234746,1421927815,1421927816,16.577676999999998,20.524561,0.0007559999999999999,0.0006219999999999999,0.000134,0,0,0,0,0,1,3,2,1,1,1,1,,0
39,59.166.0.7,15840,149.171.126.5,14483,tcp,FIN,0.36730799999999997,5048,3080,31,29,7,7,-,106025.4609,64861.09766,28,30,255,255,2289842197,2293035523,180,103,0,0,832.3075690000001,21.663984,1421927816,1421927816,13.587036999999999,12.648552,0.000625,0.000496,0.000129,0,0,0,0,0,1,7,2,1,1,1,1,,0
40,59.166.0.1,56553,149.171.126.5,54599,tcp,FIN,0.035889,4014,59460,31,29,7,28,-,881607.1875,13064950.0,68,70,255,255,2765646499,2777608887,59,849,0,0,0.0,29.208479999999998,1421927816,1421927816,0.529716,0.5118119999999999,0.000731,0.00057,0.000161,0,0,0,0,0,5,12,4,2,1,1,1,,0
41,59.166.0.7,58365,149.171.126.8,5190,tcp,FIN,0.11792799999999999,1470,1728,31,29,5,4,-,95244.55469,108880.0,22,14,255,255,2649840163,2650148900,67,123,0,0,442.40790899999996,15.470492000000002,1421927816,1421927816,5.615619000000001,9.016385000000001,0.000709,0.000571,0.000138,0,0,0,0,0,9,4,1,4,1,1,1,,0
42,59.166.0.9,19858,149.171.126.9,17785,tcp,FIN,0.034782,4014,59460,31,29,7,28,-,909665.9375,13480766.0,68,70,255,255,320259946,333207746,59,849,0,0,0.0,27.076032,1421927816,1421927816,0.514343,0.497058,0.000614,0.000481,0.000133,0,0,0,0,0,4,2,1,1,1,1,1,,0
43,59.166.0.0,36539,149.171.126.1,25,tcp,FIN,0.413851,37372,3380,31,29,18,8,smtp,708544.875,63791.07422,52,42,255,255,2345647267,2350914506,719,80,0,0,721.5520339999999,23.741373,1421927816,1421927816,8.107451,10.080098,0.000715,0.00056,0.000155,0,0,0,0,0,1,1,2,1,1,1,1,,0
44,59.166.0.1,27365,149.171.126.3,54612,tcp,FIN,0.019324,2974,30506,31,29,7,18,-,1205961.5,12376733.0,48,50,255,255,2765643096,620562572,62,610,0,0,24.332885,23.313221,1421927816,1421927816,0.402766,0.390979,0.000685,0.000546,0.000139,0,0,0,0,0,5,3,1,2,1,1,1,,0
45,59.166.0.2,27169,149.171.126.5,25103,tcp,FIN,0.041181,4014,59564,31,29,7,28,-,768315.4375,11410504.0,68,72,255,255,560260078,571158969,59,827,0,0,38.116807,36.840123999999996,1421927816,1421927816,0.609478,0.57262,0.0006490000000000001,0.000521,0.000128,0,0,0,0,0,6,12,4,4,1,1,1,,0
46,59.166.0.5,21254,149.171.126.4,5190,tcp,FIN,0.12792699999999999,1470,1728,31,29,5,4,-,87800.07031,100369.7344,22,14,255,255,2525644140,2525973961,67,123,0,0,457.46178399999997,15.724910999999999,1421927816,1421927816,6.091762,9.783692,0.000735,0.0006,0.000135,0,0,0,0,0,3,3,1,1,1,1,1,,0
47,59.166.0.7,40891,149.171.126.5,111,udp,CON,0.004652,568,312,31,29,0,0,-,732588.125,402407.5625,4,4,0,0,0,0,142,78,0,0,1.733829,1.484924,1421927816,1421927816,1.2329999999999999,1.0590000000000002,0.0,0.0,0.0,0,0,0,0,0,9,12,4,4,1,1,2,,0
48,59.166.0.7,58017,149.171.126.1,53,udp,CON,0.0010609999999999999,146,178,31,29,0,0,dns,550424.125,671065.0,2,2,0,0,0,0,73,89,0,0,0.0,0.0,1421927816,1421927816,0.011000000000000001,0.008,0.0,0.0,0.0,0,0,0,0,0,4,3,2,4,1,1,1,,0
49,10.40.85.1,0,10.40.85.30,0,arp,CON,43.635635,56,92,0,0,0,0,-,5.133419,8.433475,2,2,0,0,0,0,28,46,0,0,0.0,0.0,1421927772,1421927816,43635.452000000005,43635.46400000001,0.0,0.0,0.0,0,0,0,0,0,2,2,2,2,2,2,2,,0
50,10.40.85.1,0,10.40.85.30,0,arp,CON,43.635635,56,92,0,0,0,0,-,5.133419,8.433475,2,2,0,0,0,0,28,46,0,0,0.0,0.0,1421927772,1421927816,43635.452000000005,43635.46400000001,0.0,0.0,0.0,0,0,0,0,0,2,2,2,2,2,2,2,,0
51,59.166.0.2,9976,149.171.126.6,22,tcp,FIN,0.52781,3728,5474,31,29,7,7,ssh,54746.97656,79513.46094,32,24,255,255,2047742864,2048047490,117,228,0,0,1013.3264849999999,29.171621000000002,1421927815,1421927816,17.026129,22.918912,0.000657,0.000532,0.000125,0,0,0,0,0,1,1,1,4,1,1,1,,0
52,59.166.0.2,16258,149.171.126.0,53,udp,CON,0.000978,146,178,31,29,0,0,dns,597137.0,728016.375,2,2,0,0,0,0,73,89,0,0,0.0,0.0,1421927816,1421927816,0.004,0.008,0.0,0.0,0.0,0,0,0,0,0,4,3,1,4,1,1,1,,0
53,59.166.0.2,25506,149.171.126.7,19670,tcp,FIN,0.017603,2974,30506,31,29,7,18,-,1323865.25,13586774.0,48,50,255,255,2705643576,2705958864,62,610,0,0,21.343463,20.473538,1421927816,1421927816,0.367915,0.347061,0.000723,0.000587,0.000136,0,0,0,0,0,6,3,1,4,1,1,1,,0
54,59.166.0.7,34114,149.171.126.5,11273,udp,CON,0.00179,528,304,31,29,0,0,-,1769832.375,1018994.438,4,4,0,0,0,0,132,76,0,0,0.630739,0.310187,1421927816,1421927816,0.45,0.226333,0.0,0.0,0.0,0,0,0,0,0,9,12,4,4,1,1,2,,0
55,59.166.0.3,6618,149.171.126.1,22,tcp,FIN,0.106869,3728,5474,31,29,7,7,ssh,270387.125,392705.0938,32,24,255,255,1040256283,1040554349,117,228,0,0,343.816827,11.819371,1421927817,1421927817,3.4473870000000004,4.590522,0.001301,0.001132,0.000169,0,0,0,0,0,1,1,3,1,1,1,1,,0
56,59.166.0.2,17936,149.171.126.8,80,tcp,FIN,1.010876,1684,10168,31,29,3,5,http,12377.38281,76005.35938,14,18,255,255,2409840544,261224890,120,565,1,3924,8766.016161,7675.245309999999,1421927816,1421927817,77.72869200000001,59.432176,0.00066,0.000525,0.000135,0,0,1,0,0,3,2,2,3,1,1,1,,0
57,59.166.0.7,14253,149.171.126.1,5190,tcp,FIN,0.069992,1470,1728,31,29,5,4,-,160475.4844,183449.5469,22,14,255,255,1100259656,1100582687,67,123,0,0,374.25998799999996,14.326476999999999,1421927817,1421927817,3.3329519999999997,5.3260000000000005,0.000742,0.000599,0.000143,0,0,0,0,0,9,5,3,1,1,1,1,,0
58,59.166.0.8,12814,149.171.126.7,40225,tcp,FIN,0.0216,2974,30506,31,29,7,18,-,1078888.875,11072592.0,48,50,255,255,1220257089,3370155292,62,610,0,0,26.831184000000004,24.148232,1421927817,1421927817,0.452383,0.42859200000000003,0.000727,0.000589,0.000138,0,0,0,0,0,2,3,1,3,1,1,1,,0
59,10.40.85.30,0,10.40.85.1,0,arp,CON,30.980095000000002,184,112,0,0,0,0,-,35.635784,21.691347,4,4,0,0,0,0,46,28,0,0,15490.667,15490.678,1421927786,1421927817,15490.686000000002,15490.686000000002,0.0,0.0,0.0,0,0,0,0,0,2,2,2,2,2,2,2,,0
60,175.45.176.2,19239,149.171.126.13,179,tcp,FIN,0.602387,546,268,254,252,2,1,-,6534.005371,2974.831787,10,6,255,255,4152997169,2253653340,55,45,0,0,3448.3473729999996,139.364781,1421927816,1421927817,66.921444,92.220602,0.249171,0.14128,0.10789100000000001,0,1,0,0,0,3,3,1,1,1,1,1,,0
61,59.166.0.2,53000,149.171.126.0,5190,tcp,FIN,0.004804999999999999,1470,1728,31,29,5,4,-,2337565.0,2672216.5,22,14,255,255,860256227,860550801,67,123,0,0,14.272596,0.404816,1421927817,1421927817,0.22880999999999999,0.315154,0.0007070000000000001,0.0005690000000000001,0.000138,0,0,0,0,0,6,4,3,3,1,1,1,,0
62,10.40.85.30,0,10.40.85.1,0,arp,CON,30.980095000000002,184,112,0,0,0,0,-,35.635784,21.691347,4,4,0,0,0,0,46,28,0,0,15490.667,15490.678,1421927786,1421927817,15490.686000000002,15490.686000000002,0.0,0.0,0.0,0,0,0,0,0,2,2,2,2,2,2,2,,0
63,59.166.0.1,40413,149.171.126.8,10930,tcp,FIN,0.036195,4014,59460,31,29,7,28,-,874153.9375,12954497.0,68,70,255,255,1160260558,1173187946,59,849,0,0,31.037932,30.975127,1421927817,1421927817,0.5347609999999999,0.516826,0.000663,0.000531,0.000132,0,0,0,0,0,5,4,2,3,1,1,1,,0
64,59.166.0.8,33892,149.171.126.5,40074,tcp,FIN,0.092265,4014,59460,31,29,7,28,-,342925.25,5081970.5,68,70,255,255,3365646828,3383163373,59,849,0,0,0.0,80.26233,1421927817,1421927817,1.371836,1.3295649999999999,0.0006519999999999999,0.000521,0.000131,0,0,0,0,0,2,12,2,3,1,1,1,,0
65,59.166.0.9,34235,149.171.126.4,53,udp,CON,0.001099,146,178,31,29,0,0,dns,531392.1875,647861.6875,2,2,0,0,0,0,73,89,0,0,0.0,0.0,1421927817,1421927817,0.008,0.008,0.0,0.0,0.0,0,0,0,0,0,4,1,3,1,1,1,1,,0
66,59.166.0.8,2971,149.171.126.1,80,tcp,FIN,5.888597,18578,1087890,31,29,2,370,http,25167.28516,1475980.75,348,746,255,255,4004807993,1883384973,53,1458,1,524288,1072.435645,697.4173059999999,1421927811,1421927817,16.969073,7.9034949999999995,0.0006230000000000001,0.00049,0.000133,0,0,1,0,0,2,2,3,3,1,1,1,,0
67,59.166.0.6,48730,149.171.126.9,22,tcp,FIN,0.006314999999999999,3728,5474,31,29,7,7,ssh,4575772.0,6645764.0,32,24,255,255,3069838684,920533697,117,228,0,0,12.952888,0.358263,1421927817,1421927817,0.20371,0.24391300000000002,0.000711,0.00057,0.00014099999999999998,0,0,0,0,0,2,1,1,1,1,1,1,,0
68,59.166.0.2,33780,149.171.126.5,53,udp,CON,0.001056,146,178,31,29,0,0,dns,553030.3125,674242.4375,2,2,0,0,0,0,73,89,0,0,0.0,0.0,1421927817,1421927817,0.01,0.008,0.0,0.0,0.0,0,0,0,0,0,4,2,2,3,1,1,1,,0
69,59.166.0.1,22764,149.171.126.0,25,tcp,FIN,0.521149,37372,3380,31,29,18,8,smtp,562664.4375,50657.30078,52,42,255,255,2585645840,441745040,719,80,0,0,787.307998,25.126133,1421927816,1421927817,10.211432,12.697244,0.000688,0.000552,0.000136,0,0,0,0,0,1,1,3,3,1,1,2,,0
70,59.166.0.5,4871,149.171.126.4,5190,tcp,FIN,0.004525,1470,1728,31,29,5,4,-,2482209.75,2837569.0,22,14,255,255,3125642846,980590038,67,123,0,0,13.255667,0.385765,1421927817,1421927817,0.21547600000000003,0.288308,0.000769,0.0006320000000000001,0.00013700000000000002,0,0,0,0,0,3,3,3,1,1,1,1,,0
71,59.166.0.1,41002,149.171.126.0,28693,tcp,FIN,0.020964,2974,30506,31,29,7,18,-,1111619.875,11408510.0,48,50,255,255,3305643989,1160568981,62,610,0,0,24.848357,24.313574,1421927817,1421927817,0.43910600000000005,0.424229,0.000727,0.00059,0.00013700000000000002,0,0,0,0,0,5,4,3,3,1,1,2,,0
72,59.166.0.4,31163,149.171.126.4,22,tcp,FIN,0.006895999999999999,3728,5474,31,29,7,7,ssh,4190255.25,6085847.0,32,24,255,255,740257105,2886248889,117,228,0,0,14.297394,0.362671,1421927817,1421927817,0.222452,0.242565,0.001323,0.001183,0.00014,0,0,0,0,0,1,2,3,1,1,1,1,,0
73,59.166.0.5,51970,149.171.126.5,5190,tcp,FIN,0.004636,1470,1728,31,29,5,4,-,2422778.25,2769629.0,22,14,255,255,1820256697,1820571670,67,123,0,0,13.531354,0.433432,1421927818,1421927818,0.22076199999999999,0.299769,0.000721,0.000592,0.000129,0,0,0,0,0,3,12,2,4,1,1,1,,0
74,59.166.0.5,25737,149.171.126.9,80,tcp,FIN,17.851957000000002,18890,1087890,31,29,2,370,http,8441.427734,486862.9063,354,746,255,255,1397677621,1398686508,53,1458,1,524288,6030.9522289999995,4135.776492,1421927800,1421927818,50.571186,23.961632,0.000667,0.000537,0.00013000000000000002,0,0,1,0,0,1,3,5,4,1,1,3,,0
75,59.166.0.0,21006,149.171.126.1,14237,udp,CON,0.001861,528,304,31,29,0,0,-,1702310.625,980118.25,4,4,0,0,0,0,132,76,0,0,0.671044,0.37359000000000003,1421927818,1421927818,0.479,0.270667,0.0,0.0,0.0,0,0,0,0,0,4,5,6,6,1,1,4,,0
76,59.166.0.0,22257,149.171.126.1,64834,tcp,FIN,0.005002,4528,2456,31,29,7,7,-,6840464.0,3710515.75,18,18,255,255,3609841984,3608825224,252,136,0,0,13.636528,0.338713,1421927818,1421927818,0.275235,0.262176,0.000675,0.000542,0.000133,0,0,0,0,0,4,5,6,6,1,1,4,,0
77,59.166.0.2,18759,149.171.126.1,53,udp,CON,0.000985,146,178,31,29,0,0,dns,592893.375,722842.625,2,2,0,0,0,0,73,89,0,0,0.0,0.0,1421927818,1421927818,0.011000000000000001,0.002,0.0,0.0,0.0,0,0,0,0,0,4,3,6,5,2,1,1,,0
78,59.166.0.9,29280,149.171.126.3,53,udp,CON,0.001065,146,178,31,29,0,0,dns,548356.8125,668544.625,2,2,0,0,0,0,73,89,0,0,0.0,0.0,1421927818,1421927818,0.01,0.009000000000000001,0.0,0.0,0.0,0,0,0,0,0,4,2,1,2,1,1,1,,0
79,59.166.0.5,59318,149.171.126.9,53,udp,CON,0.001212,146,178,31,29,0,0,dns,481848.1875,587458.75,2,2,0,0,0,0,73,89,0,0,0.0,0.0,1421927818,1421927818,0.01,0.008,0.0,0.0,0.0,0,0,0,0,0,1,3,5,4,1,1,3,,0
80,59.166.0.5,61188,149.171.126.9,25,tcp,FIN,0.02135,37372,3276,31,29,18,8,smtp,13734520.0,1197189.75,52,40,255,255,1580260539,3730967563,719,82,0,0,22.925304999999998,1.066403,1421927818,1421927818,0.411804,0.5329229999999999,0.0007160000000000001,0.0005610000000000001,0.000155,0,0,0,0,0,1,1,5,4,1,1,3,,0
