srcip,sport,dstip,dsport,proto,state,dur,sbytes,dbytes,sttl,dttl,sloss,dloss,service,Sload,Dload,Spkts,Dpkts,swin,dwin,stcpb,dtcpb,smeansz,dmeansz,trans_depth,res_bdy_len,Sjit,Djit,Stime,Ltime,Sintpkt,Dintpkt,tcprtt,synack,ackdat,is_sm_ips_ports,ct_state_ttl,ct_flw_http_mthd,is_ftp_login,ct_ftp_cmd,ct_srv_src,ct_srv_dst,ct_dst_ltm,ct_src_ ltm,ct_src_dport_ltm,ct_dst_sport_ltm,ct_dst_src_ltm,attack_cat,Label
46,175.45.176.0,7575,149.171.126.18,1723,tcp,FIN,0.6561279999999999,2676,268,254,252,2,1,-,29372.31836,2731.174561,10,6,255,255,4111731911,630949595,268,45,0,0,3548.651829,173.1245,1421927833,1421927834,70.197,113.286203,0.221716,0.089687,0.132029,0,1,0,0,0,5,1,1,1,1,1,1, Fuzzers,1
47,175.45.176.1,46310,149.171.126.11,25,tcp,FIN,3.0247,3739,1814,62,252,8,8,smtp,9442.258789,4559.791015999999,22,20,255,255,643811872,220023931,170,91,0,0,7091.737326,184.674891,1421927831,1421927834,144.033338,154.246953,0.175081,0.093938,0.08114299999999999,0,1,0,0,0,1,1,1,1,1,1,1,Exploits,1
48,175.45.176.0,5299,149.171.126.12,179,tcp,FIN,1.249959,6830,354,254,252,4,1,-,40596.53125,1984.065063,14,8,255,255,336683260,748991813,488,44,0,0,6423.422909000001,262.780094,1421927834,1421927835,96.085691,166.19685900000002,0.171558,0.08657100000000001,0.08498700000000001,0,1,0,0,0,5,3,1,1,1,1,1, Fuzzers,1
49,175.45.176.3,6948,149.171.126.13,445,tcp,FIN,0.958781,1368,740,254,252,3,2,-,10463.28613,5406.865723,12,8,255,255,225437473,1430155370,114,93,0,0,4235.557483,165.35225,1421927834,1421927835,84.020636,123.99557,0.209096,0.09081,0.11828599999999999,0,1,0,0,0,2,6,1,1,1,1,1, Fuzzers,1
50,175.45.176.0,34993,149.171.126.19,8088,tcp,FIN,0.842657,29012,440,254,252,11,1,-,265597.9688,3759.536621,28,10,255,255,630045116,2873675845,1036,44,0,0,2749.517343,142.490656,1421927835,1421927836,31.209518,87.481109,0.225521,0.054719000000000004,0.170802,0,1,0,0,0,5,1,1,2,1,1,1,Exploits,1
51,175.45.176.0,17001,149.171.126.12,179,tcp,FIN,0.6649689999999999,550,268,254,252,2,1,-,5955.164551,2694.862305,10,6,255,255,3831683538,2991733433,55,45,0,0,3523.2888380000004,149.238,1421927836,1421927836,67.93688900000001,107.15700000000001,0.21978899999999998,0.129183,0.09060599999999999,0,1,0,0,0,5,3,1,2,1,1,1, Fuzzers,1
52,175.45.176.3,14620,149.171.126.13,445,tcp,FIN,1.027073,1014,730,254,252,3,2,-,7243.88623,4977.250977000001,12,8,255,255,496336100,1968989661,85,91,0,0,4587.101729999999,189.038375,1421927835,1421927836,89.607906,135.126859,0.226408,0.08118099999999999,0.145227,0,1,0,0,0,2,6,2,1,1,1,1, Fuzzers,1
53,175.45.176.1,37560,149.171.126.11,69,udp,INT,4e-06,92,0,254,0,0,0,-,92000000.0,0.0,2,0,0,0,0,0,46,0,0,0,0.0,0.0,1421927836,1421927836,0.004,0.0,0.0,0.0,0.0,0,2,0,0,0,1,1,1,1,1,1,1,Generic,1
54,175.45.176.2,31642,149.171.126.18,25,tcp,FIN,3.203971,15495,1798,62,252,12,8,smtp,37401.08984,4287.180176,30,22,255,255,873001101,3787592237,517,82,0,0,6409.800869,175.96707800000001,1421927834,1421927837,110.44816999999999,148.06414099999998,0.151082,0.094618,0.056464,0,1,0,0,0,1,1,1,3,1,1,1,Exploits,1
55,175.45.176.0,9860,149.171.126.12,179,tcp,FIN,0.613545,574,268,254,252,2,1,-,6741.151855,2920.731201,10,6,255,255,2220576876,1577492873,57,45,0,0,3270.112165,158.43656299999998,1421927837,1421927837,62.585556000000004,103.897602,0.158634,0.094047,0.064587,0,1,0,0,0,5,3,1,2,1,1,1, Fuzzers,1
56,175.45.176.2,64223,149.171.126.13,179,tcp,FIN,0.7024279999999999,610,268,254,252,1,0,-,6252.598145,2551.151123,10,6,255,255,1473526580,2033502767,61,45,0,0,747905.2013,27866.884,1421927836,1421927837,7547.3704,12582.48,0.06867999999999999,0.030643,0.038037,0,1,0,0,0,4,6,2,3,2,2,2, Fuzzers,1
57,175.45.176.2,64223,149.171.126.13,179,tcp,FIN,0.7024279999999999,610,268,254,252,1,0,-,6252.598145,2551.151123,10,6,255,255,1473526580,2033502767,61,45,0,0,747905.2013,27866.884,1421927836,1421927837,7547.3704,12582.48,0.06867999999999999,0.030643,0.038037,0,1,0,0,0,4,6,2,3,2,2,2, Fuzzers,1
58,175.45.176.0,59855,149.171.126.10,25,tcp,FIN,4.665682,226595,2808,62,252,89,8,smtp,386419.8438,4715.280761999999,184,48,255,255,988107768,3118433812,1231,59,0,0,2506.6289620000002,114.674109,1421927832,1421927837,25.49494,97.47032,0.168378,0.084574,0.08380399999999999,0,1,0,0,0,1,1,1,2,1,1,1,Exploits,1
59,175.45.176.0,7106,149.171.126.12,179,tcp,FIN,0.502165,622,268,254,252,2,1,-,8921.370117,3568.548096,10,6,255,255,1375680773,161399044,62,45,0,0,2611.358816,121.405172,1421927838,1421927838,52.796333,85.086203,0.141519,0.076731,0.064788,0,1,0,0,0,4,4,1,2,1,1,1, Fuzzers,1
60,175.45.176.3,17280,149.171.126.13,445,tcp,FIN,1.270192,1018,800,254,252,3,2,-,5882.575195,4534.747559,12,10,255,255,1180474932,713975818,85,80,0,0,7255.834156,172.776906,1421927837,1421927838,110.66245500000001,132.96243700000002,0.18578599999999998,0.073528,0.112258,0,1,0,0,0,2,6,2,1,1,1,1, Fuzzers,1
61,175.45.176.0,14593,149.171.126.15,80,tcp,FIN,1.061943,868,354,254,252,2,1,http,5891.087890999999,2335.341797,10,8,255,255,65172932,2645618334,87,44,1,0,6342.566,229.96842200000003,1421927837,1421927838,117.99366699999999,137.285719,0.199776,0.100128,0.099648,0,1,1,0,0,3,3,1,2,1,1,1,Reconnaissance,1
62,175.45.176.0,29138,149.171.126.12,179,tcp,FIN,0.701105,718,268,254,252,2,1,-,7382.631836,2555.965332,10,6,255,255,2381742168,2705733137,72,45,0,0,3995.707088,187.768406,1421927838,1421927839,77.90055600000001,124.94139799999999,0.19581300000000001,0.075614,0.120199,0,1,0,0,0,4,4,1,1,1,1,1, Fuzzers,1
63,175.45.176.0,2946,149.171.126.12,179,tcp,FIN,0.619512,910,268,254,252,2,1,-,10576.06641,2892.599121,10,6,255,255,614939415,686818342,91,45,0,0,3294.138069,147.403625,1421927839,1421927840,61.854110999999996,106.552797,0.14714000000000002,0.086742,0.060398,0,1,0,0,0,4,4,2,3,1,1,2, Fuzzers,1
64,175.45.176.3,65237,149.171.126.13,445,tcp,FIN,1.21397,1010,734,254,252,3,2,-,6102.292969,4237.337402,12,8,255,255,2349825905,3238568872,84,92,0,0,5592.8061880000005,219.15715600000001,1421927839,1421927840,107.355911,153.649719,0.20760100000000004,0.138413,0.069188,0,1,0,0,0,2,6,2,1,1,1,1, Fuzzers,1
65,175.45.176.0,29198,149.171.126.15,80,tcp,FIN,0.625434,788,10948,62,252,2,4,http,9081.694336,130034.5078,10,14,255,255,384640826,2715839496,79,782,1,0,3620.06864,3073.4878559999997,1421927839,1421927840,69.470556,40.924462,0.155445,0.093415,0.062029999999999995,0,1,1,0,0,3,3,1,3,2,1,1,Exploits,1
66,175.45.176.0,26413,149.171.126.12,80,tcp,FIN,0.642551,792,2086,62,252,2,2,http,8877.116211,22734.38281,10,8,255,255,1123674608,1770897882,79,261,0,0,3488.0386320000002,110.41863300000001,1421927839,1421927840,71.39455600000001,82.29943,0.157888,0.06567200000000001,0.09221599999999999,0,1,0,0,0,3,1,2,3,2,1,2,Exploits,1
67,175.45.176.1,31465,149.171.126.14,445,tcp,FIN,1.123573,1108,704,254,252,3,2,-,7234.06543,4386.008301,12,8,255,255,2347642063,2917851901,92,88,0,0,5307.722128,215.14568799999998,1421927840,1421927841,102.057911,141.585281,0.20210699999999998,0.132465,0.069642,0,1,0,0,0,1,1,1,1,1,1,1, Fuzzers,1
68,175.45.176.0,28837,149.171.126.12,179,tcp,FIN,0.81176,1294,354,254,252,2,1,-,11481.22559,3055.090088,10,8,255,255,3037260172,4009833845,129,44,0,0,4552.0736130000005,196.818328,1421927840,1421927841,90.19555600000001,104.10956999999999,0.18446500000000002,0.082343,0.102122,0,1,0,0,0,4,4,1,1,1,1,1, Fuzzers,1
69,175.45.176.2,2479,149.171.126.13,80,tcp,FIN,1.136681,808,5040,62,252,2,3,http,5123.689453,32515.7207,10,12,255,255,2067746925,687934058,81,420,1,2024,6688.828587,7270.456252,1421927840,1421927841,126.29788899999998,92.803547,0.198022,0.11514,0.08288200000000001,0,1,1,0,0,1,1,2,2,1,1,2,Exploits,1
70,175.45.176.3,14330,149.171.126.13,445,tcp,FIN,1.384311,1012,814,254,252,3,2,-,5362.957031,4236.04248,12,10,255,255,134044644,3027589227,84,81,0,0,6764.017784000001,253.542563,1421927840,1421927842,121.83527,140.829219,0.23659699999999997,0.11683800000000001,0.11975899999999999,0,1,0,0,0,2,4,1,1,1,1,1, Fuzzers,1
71,175.45.176.3,18395,149.171.126.15,80,tcp,FIN,0.995199,896,1158,62,252,2,2,http,6487.144531,8384.25293,10,10,255,255,2630993627,1114898481,90,116,0,0,6158.413661,172.071406,1421927841,1421927842,110.56944399999999,101.174336,0.172031,0.084622,0.087409,0,1,0,0,0,1,3,1,1,1,1,1,Exploits,1
72,175.45.176.1,46594,149.171.126.14,445,tcp,FIN,0.968374,1106,714,254,252,3,2,-,8376.928711,5163.294434,12,8,255,255,344295713,171955914,92,89,0,0,4497.179979,181.484609,1421927842,1421927843,88.033999,124.536289,0.154391,0.074041,0.08035,0,1,0,0,0,3,3,1,2,1,1,1, Fuzzers,1
73,175.45.176.1,51985,149.171.126.16,111,tcp,FIN,1.032145,564,354,254,252,2,1,-,3937.431152,2402.763184,10,8,255,255,2906361447,3650519005,56,44,0,0,7516.46466,187.136562,1421927842,1421927843,111.569556,130.889141,0.22972199999999998,0.11590999999999999,0.11381199999999998,0,1,0,0,0,3,1,1,2,1,1,1,Reconnaissance,1
74,175.45.176.3,22756,149.171.126.13,445,tcp,FIN,0.8639950000000001,1076,714,254,252,3,2,-,9138.941406,5787.070312,12,8,255,255,2925947575,522651855,90,89,0,0,4125.75501,144.349297,1421927842,1421927843,78.545001,111.154141,0.191184,0.08520499999999999,0.10597899999999999,0,1,0,0,0,2,4,2,1,1,1,1, Fuzzers,1
75,175.45.176.2,10687,149.171.126.14,111,udp,INT,1.1e-05,168,0,254,0,0,0,-,61090908.0,0.0,2,0,0,0,0,0,84,0,0,0,0.0,0.0,1421927844,1421927844,0.011000000000000001,0.0,0.0,0.0,0.0,0,2,0,0,0,3,3,1,2,1,1,1,Reconnaissance,1
