srcip,sport,dstip,dsport,proto,state,dur,sbytes,dbytes,sttl,dttl,sloss,dloss,service,Sload,Dload,Spkts,Dpkts,swin,dwin,stcpb,dtcpb,smeansz,dmeansz,trans_depth,res_bdy_len,Sjit,Djit,Stime,Ltime,Sintpkt,Dintpkt,tcprtt,synack,ackdat,is_sm_ips_ports,ct_state_ttl,ct_flw_http_mthd,is_ftp_login,ct_ftp_cmd,ct_srv_src,ct_srv_dst,ct_dst_ltm,ct_src_ ltm,ct_src_dport_ltm,ct_dst_sport_ltm,ct_dst_src_ltm,attack_cat,Label
59.166.0.8,43443,149.171.126.1,53,udp,CON,0.0009550000000000001,146,178,31,29,0,0,dns,611518.3125,745549.75,2,2,0,0,0,0,73,89,0,0,0.0,0.0,1421929923,1421929923,0.01,0.006,0.0,0.0,0.0,0,0,0,0,0,3,4,4,3,1,1,1,0,0
59.166.0.4,12208,149.171.126.4,10029,tcp,FIN,0.032508999999999996,2230,14042,31,29,7,11,-,532775.5625,3359562.0,34,36,255,255,1718331726,1741487366,66,390,0,0,60.301463,56.686111,1421927943,1421927943,0.974242,0.9016860000000001,0.001088,0.0009480000000000001,0.00014,0,0,0,0,0,2,8,8,2,1,1,1,0,0
59.166.0.8,14588,149.171.126.9,53,udp,CON,0.0010140000000000001,130,162,31,29,0,0,dns,512820.5,639053.25,2,2,0,0,0,0,65,81,0,0,0.0,0.0,1421947226,1421947226,0.005,0.008,0.0,0.0,0.0,0,0,0,0,0,2,3,1,4,1,1,1,0,0
59.166.0.4,3270,149.171.126.2,53,udp,CON,0.0010400000000000001,146,178,31,29,0,0,dns,561538.4375,684615.375,2,2,0,0,0,0,73,89,0,0,0.0,0.0,1421953481,1421953481,0.005,0.009000000000000001,0.0,0.0,0.0,0,0,0,0,0,1,3,1,1,1,1,1,0,0
59.166.0.3,33178,149.171.126.5,31040,tcp,FIN,0.016841,2766,26586,31,29,7,16,-,1284484.25,12355086.0,44,46,255,255,2768108292,2782203281,63,578,0,0,23.463411999999998,23.585559,1421937287,1421937287,0.383442,0.363644,0.0008640000000000001,0.00047300000000000006,0.000391,0,0,0,0,0,7,3,1,2,1,1,1,0,0
59.166.0.9,18808,149.171.126.5,5190,tcp,FIN,1.299093,3848,19084,31,29,11,15,-,23228.51367,115261.9531,50,52,255,255,1510325427,1510684955,77,367,0,0,1939.1398170000002,1901.209386,1421938230,1421938231,26.504429,25.459,0.000798,0.0006730000000000001,0.000125,0,0,0,0,0,7,8,2,7,1,1,1,0,0
59.166.0.4,61249,149.171.126.6,80,tcp,FIN,1.005738,1684,10168,31,29,3,5,http,12440.61523,76393.64844,14,18,255,255,1556471118,1557626382,120,565,1,0,8765.207543999999,7673.453309999999,1421947783,1421947784,77.33815600000001,59.127649,0.000712,0.00056,0.000152,0,0,1,0,0,2,2,5,2,1,1,1,0,0
59.166.0.7,34003,149.171.126.3,12718,tcp,FIN,0.011184,2438,19266,31,29,7,13,-,1698140.125,13437052.0,38,40,255,255,406696583,2576266311,64,482,0,0,0.0,16.845406,1421927583,1421927583,0.293486,0.272359,0.0007160000000000001,0.000558,0.00015800000000000002,0,0,0,0,0,6,8,3,2,1,1,1,0,0
59.166.0.3,57406,149.171.126.4,27951,tcp,FIN,0.032124,2750,28874,31,29,7,16,-,669406.0,7034491.0,44,46,255,255,2330943014,181683976,63,628,0,0,53.166869999999996,49.353112,1421945568,1421945568,0.737395,0.700044,0.0007509999999999999,0.00061,0.00014099999999999998,0,0,0,0,0,6,10,1,1,1,1,1,0,0
59.166.0.5,5456,149.171.126.7,6881,tcp,FIN,6.2019400000000005,24640,1094788,31,29,38,390,-,31711.367189999997,1410543.125,438,858,255,255,3470790635,3481865118,56,1276,0,0,5021.366807,3573.8964969999997,1421944987,1421944993,14.191343,7.2362020000000005,0.000662,0.000504,0.00015800000000000002,0,0,0,0,0,20,36,30,11,10,5,10,0,0
59.166.0.2,63307,149.171.126.6,6881,tcp,FIN,1.46849,13454,548216,31,29,21,197,-,72983.8125,2979741.0,234,438,255,255,3043739160,898797892,57,1252,0,0,1786.345037,1303.721034,1421929216,1421929218,6.3011800000000004,3.359238,0.000648,0.0005,0.000148,0,0,0,0,0,10,14,5,2,2,1,2,0,0
59.166.0.9,15270,149.171.126.2,53,udp,CON,0.0010279999999999998,146,178,31,29,0,0,-,568093.375,692607.0,2,2,0,0,0,0,73,89,0,0,0.0,0.0,1421933003,1421933003,0.011000000000000001,0.003,0.0,0.0,0.0,0,0,0,0,0,6,5,2,2,1,1,1,0,0
59.166.0.6,2693,149.171.126.4,52883,tcp,FIN,0.035657,2558,23148,31,29,7,14,-,559777.875,5069860.0,40,42,255,255,2687435813,559919564,64,551,0,0,0.0,58.366406000000005,1421951367,1421951367,0.9057950000000001,0.8554879999999999,0.000728,0.0005780000000000001,0.00015,0,0,0,0,0,1,6,4,1,1,1,1,0,0
59.166.0.8,54493,149.171.126.1,22,tcp,FIN,0.011815,5928,8010,31,29,14,17,ssh,3949555.5,5330173.5,62,58,255,255,471719308,472008628,96,138,0,0,12.920117,12.989627,1421954402,1421954402,0.193689,0.195,0.000697,0.00056,0.00013700000000000002,0,0,0,0,0,2,2,4,2,1,1,1,0,0
59.166.0.0,10442,149.171.126.8,38161,tcp,FIN,0.008995999999999999,2126,12618,31,29,7,10,-,1831925.375,10891063.0,32,34,255,255,4104690991,4104998684,66,371,0,0,18.159446,16.629312,1421942561,1421942561,0.279839,0.254515,0.000723,0.000587,0.000136,0,0,0,0,0,5,9,2,3,1,1,1,0,0
59.166.0.6,41565,149.171.126.0,38383,tcp,FIN,0.379648,2104,2820,31,29,4,7,-,42333.95313,57063.38672,22,25,255,255,1412573437,3651445213,96,113,0,0,1032.922212,21.41825,1421945288,1421945288,18.040857,15.799375,0.000591,0.00045999999999999996,0.000131,0,0,0,0,0,28,11,9,23,4,4,7,0,0
59.166.0.3,62644,149.171.126.0,53,udp,CON,0.0010539999999999998,146,178,31,29,0,0,dns,554079.6875,675521.8125,2,2,0,0,0,0,73,89,0,0,0.0,0.0,1421950717,1421950717,0.005,0.009000000000000001,0.0,0.0,0.0,0,0,0,0,0,3,3,3,3,1,1,2,0,0
59.166.0.8,37239,149.171.126.7,33936,tcp,FIN,0.404697,5048,3080,31,29,7,7,-,96230.01563,58868.734379999994,28,30,255,255,3115136994,3208667581,180,103,0,0,852.4525990000001,21.828707,1421927881,1421927882,14.974926000000002,13.933104,0.0007830000000000001,0.000633,0.00015,0,0,0,0,0,4,5,3,2,1,1,1,0,0
59.166.0.4,31607,149.171.126.9,53,udp,CON,0.000992,130,162,31,29,0,0,dns,524193.5625,653225.8125,2,2,0,0,0,0,65,81,0,0,0.0,0.0,1421946501,1421946501,0.012,0.004,0.0,0.0,0.0,0,0,0,0,0,3,1,1,1,1,1,1,0,0
59.166.0.7,14020,149.171.126.5,53,udp,CON,0.0010890000000000001,146,178,31,29,0,0,dns,536271.8125,653810.8125,2,2,0,0,0,0,73,89,0,0,0.0,0.0,1421929642,1421929642,0.011000000000000001,0.009000000000000001,0.0,0.0,0.0,0,0,0,0,0,4,4,5,2,1,1,1,0,0
59.166.0.4,60106,149.171.126.1,53,udp,CON,0.001037,146,178,31,29,0,0,dns,563163.0,686595.9375,2,2,0,0,0,0,73,89,0,0,0.0,0.0,1421927875,1421927875,0.011000000000000001,0.008,0.0,0.0,0.0,0,0,0,0,0,3,3,2,1,1,1,1,0,0
59.166.0.7,46494,149.171.126.7,111,udp,CON,0.260313,568,312,31,29,0,0,-,13091.93164,7191.342773,4,4,0,0,0,0,142,78,0,0,115.50518799999999,33.459113,1421953425,1421953425,81.683,23.663666,0.0,0.0,0.0,0,0,0,0,0,7,11,5,6,1,1,4,0,0
59.166.0.4,44071,149.171.126.2,53,udp,CON,0.001056,146,178,31,29,0,0,dns,553030.3125,674242.4375,2,2,0,0,0,0,73,89,0,0,0.0,0.0,1421937688,1421937688,0.012,0.008,0.0,0.0,0.0,0,0,0,0,0,5,4,2,4,3,1,1,0,0
59.166.0.7,2713,149.171.126.3,53,udp,CON,0.0011380000000000001,146,178,31,29,0,0,dns,513181.0,625659.0,2,2,0,0,0,0,73,89,0,0,0.0,0.0,1421939271,1421939271,0.012,0.008,0.0,0.0,0.0,0,0,0,0,0,1,4,4,1,1,1,1,0,0
59.166.0.1,45638,149.171.126.6,43403,tcp,FIN,0.024076,2958,31402,31,29,7,17,-,962618.375,10216980.0,48,48,255,255,921835503,940667307,62,654,0,0,28.634974,0.6965020000000001,1421948956,1421948956,0.505468,0.502043,0.000601,0.00047599999999999997,0.000125,0,0,0,0,0,11,5,1,2,1,1,1,0,0
59.166.0.3,45351,149.171.126.4,6725,tcp,FIN,0.019833,2750,27626,31,29,7,16,-,1084253.5,10890536.0,44,44,255,255,3542159588,3542456247,63,628,0,0,24.390619,25.581607,1421947478,1421947478,0.453442,0.44790699999999994,0.000705,0.000563,0.00014199999999999998,0,0,0,0,0,4,9,4,3,1,1,1,0,0
59.166.0.1,7825,149.171.126.4,5775,tcp,FIN,0.024125999999999998,3598,48918,31,29,7,24,-,1173505.75,15959214.0,60,62,255,255,2050201667,4218515417,60,789,0,0,0.0,21.79039,1421929995,1421929995,0.40376300000000004,0.385934,0.000684,0.00058,0.00010400000000000001,0,0,0,0,0,8,3,1,4,1,1,1,0,0
59.166.0.2,3670,149.171.126.0,32208,udp,CON,0.086123,520,304,31,29,0,0,-,36227.25781,21179.01172,4,4,0,0,0,0,130,76,0,0,32.995723,10.841597,1421946564,1421946564,23.333000000000002,7.675667,0.0,0.0,0.0,0,0,0,0,0,11,7,3,4,1,1,3,0,0
59.166.0.1,8586,149.171.126.6,53,udp,CON,0.001077,146,178,31,29,0,0,dns,542246.9375,661095.625,2,2,0,0,0,0,73,89,0,0,0.0,0.0,1421948976,1421948976,0.011000000000000001,0.003,0.0,0.0,0.0,0,0,0,0,0,1,3,2,1,1,1,1,0,0
59.166.0.7,48325,149.171.126.7,53,udp,CON,0.001056,146,178,31,29,0,0,dns,553030.3125,674242.4375,2,2,0,0,0,0,73,89,0,0,0.0,0.0,1421947381,1421947381,0.011000000000000001,0.008,0.0,0.0,0.0,0,0,0,0,0,3,3,2,2,1,1,1,0,0
59.166.0.5,64182,149.171.126.3,16010,tcp,FIN,0.01983,3390,41676,31,29,7,22,-,1343419.125,16523651.0,56,58,255,255,84557992,2235622739,61,719,0,0,19.147959,18.369035999999998,1421932587,1421932587,0.354618,0.33961399999999997,0.000602,0.000468,0.000134,0,0,0,0,0,7,3,2,2,1,1,1,0,0
59.166.0.0,49199,149.171.126.8,22,tcp,FIN,0.026021,12960,13098,31,29,35,33,ssh,3954344.5,3994004.75,132,122,255,255,1292075008,1292379729,98,107,0,0,14.488643,12.59521,1421943537,1421943537,0.198634,0.1958,0.000708,0.00058,0.000128,0,0,0,0,0,1,1,6,5,1,1,1,0,0
59.166.0.9,11045,149.171.126.6,53,udp,CON,0.001067,146,178,31,29,0,0,-,547329.0,667291.5,2,2,0,0,0,0,73,89,0,0,0.0,0.0,1421934195,1421934195,0.011000000000000001,0.008,0.0,0.0,0.0,0,0,0,0,0,11,8,2,5,3,1,1,0,0
59.166.0.2,43843,149.171.126.9,53,udp,CON,0.001001,146,178,31,29,0,0,dns,583416.5625,711288.6875,2,2,0,0,0,0,73,89,0,0,0.0,0.0,1421942629,1421942629,0.011000000000000001,0.006999999999999999,0.0,0.0,0.0,0,0,0,0,0,2,2,6,1,1,1,1,0,0
59.166.0.7,7747,149.171.126.7,111,udp,CON,0.00477,568,304,31,29,0,0,-,714465.4375,382389.9375,4,4,0,0,0,0,142,76,0,0,1.7416040000000002,1.5026030000000001,1421948956,1421948956,1.235,1.068,0.0,0.0,0.0,0,0,0,0,0,7,4,3,4,1,1,3,0,0
59.166.0.9,38064,149.171.126.7,8381,tcp,FIN,0.020913,2230,14740,31,29,7,11,-,828193.0,5482140.5,34,36,255,255,1382916737,1397629273,66,409,0,0,45.506328,43.289802,1421949740,1421949740,0.62303,0.583571,0.0006190000000000001,0.00048499999999999997,0.000134,0,0,0,0,0,4,2,1,2,1,1,1,0,0
59.166.0.7,10337,149.171.126.5,6881,tcp,FIN,8.476778999999999,13766,540716,31,29,21,193,-,12937.93359,509125.4688,240,433,255,255,3441042229,1340052449,57,1249,0,0,9620.912642,7117.7852379999995,1421947056,1421947064,35.466221999999995,19.619101999999998,0.001538,0.0013210000000000001,0.000217,0,0,0,0,0,5,6,2,4,1,1,1,0,0
59.166.0.3,43881,149.171.126.1,4150,tcp,FIN,0.198165,5174,88436,31,29,7,39,-,206575.3281,3531400.5,90,92,255,255,3189969232,1061537166,57,961,0,0,121.637809,120.345413,1421946450,1421946451,2.2228310000000002,2.171374,0.000664,0.000542,0.000122,0,0,0,0,0,4,6,2,3,1,1,1,0,0
59.166.0.8,49911,149.171.126.5,22,tcp,FIN,1.758953,12752,13202,31,29,35,33,ssh,57547.87109,59562.70703,128,124,255,255,141358803,141715942,100,106,0,0,1008.1918039999999,1028.382726,1421943378,1421943380,13.850024,14.292357999999998,0.0008619999999999999,0.000704,0.00015800000000000002,0,0,0,0,0,2,2,5,1,1,1,1,0,0
59.166.0.9,36725,149.171.126.4,15238,tcp,FIN,0.025684,3302,37226,31,29,7,21,-,1009500.063,11388257.0,54,56,255,255,841366766,860307265,61,665,0,0,31.383609999999997,27.751958000000002,1421945570,1421945570,0.47813199999999995,0.444036,0.001518,0.001259,0.000259,0,0,0,0,0,4,8,5,4,1,1,1,0,0
59.166.0.1,34831,149.171.126.7,12060,tcp,FIN,0.02168,3390,42312,31,29,7,22,-,1228782.375,15344281.0,56,58,255,255,1593648771,1594009571,61,730,0,0,21.679414,20.240904,1421954279,1421954279,0.388218,0.368404,0.000807,0.00067,0.00013700000000000002,0,0,0,0,0,10,7,4,5,1,1,2,0,0
59.166.0.2,13848,149.171.126.8,41571,tcp,FIN,0.024263999999999997,2766,27852,31,29,7,16,-,891526.5,8983515.0,44,46,255,255,1458614320,1503908600,63,605,0,0,0.0,31.767189000000002,1421953176,1421953176,0.556,0.527667,0.000678,0.000515,0.00016299999999999998,0,0,0,0,0,10,4,3,5,1,1,1,0,0
59.166.0.0,55592,149.171.126.6,143,tcp,FIN,0.985899,7816,15314,31,29,30,32,-,62902.99609,123282.4063,122,126,255,255,2767675100,2781325384,64,122,0,0,495.53786900000006,490.49365300000005,1421944853,1421944854,8.144686,7.882960000000001,0.0006580000000000001,0.000522,0.000136,0,0,0,0,0,15,11,11,28,5,5,5,0,0
59.166.0.8,1725,149.171.126.9,32383,tcp,FIN,0.046026,2542,21294,31,29,7,14,-,430886.9063,3613088.25,40,42,255,255,3960799431,1828956811,64,507,0,0,0.0,69.032799,1421953571,1421953571,1.1710260000000001,1.110098,0.000642,0.000508,0.000134,0,0,0,0,0,6,4,3,4,1,1,1,0,0
59.166.0.7,7455,149.171.126.0,43318,tcp,FIN,0.052545,2646,24004,31,29,7,15,-,393262.9063,3571643.25,42,44,255,255,983176931,3153506757,63,546,0,0,75.693913,73.825387,1421939399,1421939399,1.272902,1.209674,0.000659,0.000525,0.000134,0,0,0,0,0,6,4,3,2,1,1,1,0,0
59.166.0.8,13042,149.171.126.6,80,tcp,FIN,1.079958,1684,10168,31,29,3,5,-,11585.63574,71143.50781,14,18,255,255,41331862,2192515109,120,565,2,192,8787.796885,7695.067879000001,1421945013,1421945014,82.963382,63.495588,0.000675,0.000526,0.000149,0,0,6,0,0,11,16,10,7,5,5,5,0,0
59.166.0.2,3720,149.171.126.3,80,tcp,FIN,1.1077540000000001,1684,10168,31,29,3,5,-,11294.92676,69358.35938,14,18,255,255,3130525662,3135736947,120,565,2,192,8808.444584,7713.055606,1421929431,1421929432,85.18123299999999,65.130235,0.000685,0.000533,0.000152,0,0,14,0,0,13,8,6,9,6,6,6,0,0
59.166.0.9,29497,149.171.126.9,25,tcp,FIN,1.572941,37252,3380,31,29,18,8,-,185822.6094,16783.84766,52,42,255,255,3927502145,1863417246,716,80,0,0,2699.538398,93.455844,1421945188,1421945190,30.835078000000003,38.351879,0.0006349999999999999,0.000512,0.000123,0,0,0,0,0,5,9,10,9,6,6,6,0,0
59.166.0.1,23370,149.171.126.5,80,tcp,FIN,1.006297,1684,10168,31,29,3,5,http,12433.70508,76351.21875,14,18,255,255,2605602086,461202502,120,565,1,3924,8761.755009,7675.868168999999,1421943675,1421943676,77.372849,59.166118000000004,0.000687,0.00047000000000000004,0.000217,0,0,1,0,0,1,2,3,1,1,1,1,0,0
59.166.0.6,8913,149.171.126.5,53,udp,CON,0.001034,146,178,31,29,0,0,-,564796.9375,688588.0625,2,2,0,0,0,0,73,89,0,0,0.0,0.0,1421945288,1421945288,0.011000000000000001,0.005,0.0,0.0,0.0,0,0,0,0,0,13,8,3,9,2,2,2,0,0
59.166.0.7,47157,149.171.126.0,5190,tcp,FIN,0.050319,1920,4312,31,29,6,6,-,291420.7188,657087.75,22,24,255,255,353696004,354006299,87,180,0,0,232.910772,218.44759399999998,1421930210,1421930210,2.379,2.162087,0.000726,0.000579,0.000147,0,0,0,0,0,7,20,7,3,1,1,2,0,0
59.166.0.2,45063,149.171.126.8,43227,tcp,FIN,0.018181,2974,30814,31,29,7,18,-,1281777.625,13287718.0,48,50,255,255,858756547,870312005,62,616,0,0,22.276237,21.166079999999997,1421947187,1421947187,0.37966,0.359551,0.0006929999999999999,0.00056,0.000133,0,0,0,0,0,12,7,3,2,1,1,1,0,0
175.45.176.1,47439,149.171.126.18,53,udp,INT,1.1e-05,114,0,254,0,0,0,dns,41454544.0,0.0,2,0,0,0,0,0,57,0,0,0,0.0,0.0,1421933580,1421933580,0.011000000000000001,0.0,0.0,0.0,0.0,0,2,0,0,0,7,7,4,4,4,4,4,Generic,1
59.166.0.9,43773,149.171.126.2,53,udp,CON,0.00099,146,178,31,29,0,0,-,589899.0,719191.9375,2,2,0,0,0,0,73,89,0,0,0.0,0.0,1421934575,1421934575,0.001,0.001,0.0,0.0,0.0,0,0,0,0,0,13,4,2,2,1,1,1,0,0
59.166.0.9,41501,149.171.126.9,38100,tcp,FIN,0.006595,3944,2456,31,29,7,7,-,4518574.5,2814253.25,18,18,255,255,663267437,667460157,219,136,0,0,18.195281,0.46156800000000003,1421947080,1421947080,0.367588,0.35288200000000003,0.000754,0.000593,0.000161,0,0,0,0,0,5,10,8,7,1,1,5,0,0
59.166.0.8,9201,149.171.126.2,25,tcp,FIN,1.114901,37382,3380,31,29,18,8,smtp,263083.4688,23679.23438,52,42,255,255,2851511738,2895678265,719,80,0,0,2398.448217,80.43730500000001,1421948429,1421948430,21.853922,27.169023,0.001139,0.000967,0.000172,0,0,0,0,0,2,1,3,2,1,1,1,0,0
59.166.0.3,48261,149.171.126.8,53,udp,CON,0.001076,130,162,31,29,0,0,-,483271.3438,602230.4375,2,2,0,0,0,0,65,81,0,0,0.0,0.0,1421932291,1421932291,0.012,0.009000000000000001,0.0,0.0,0.0,0,0,0,0,0,7,7,1,2,1,1,1,0,0
59.166.0.1,29479,149.171.126.5,55263,tcp,FIN,0.123865,4014,61374,31,29,7,28,-,255439.3906,3907350.75,68,70,255,255,45608175,2254952526,59,877,0,0,0.0,94.149489,1421953611,1421953611,1.843164,1.7868119999999998,0.0007440000000000001,0.000571,0.000173,0,0,0,0,0,4,4,5,2,1,1,1,0,0
59.166.0.1,39835,149.171.126.5,15873,tcp,FIN,0.198655,4222,61786,31,29,7,30,-,167687.7031,2454587.25,72,74,255,255,1085348355,1085661082,59,835,0,0,163.109846,158.918746,1421945348,1421945348,2.793042,2.712973,0.000733,0.000597,0.000136,0,0,0,0,0,13,7,4,7,3,3,4,0,0
59.166.0.1,64164,149.171.126.6,38806,tcp,FIN,0.02093,2230,12618,31,29,7,10,-,827520.3125,4681127.5,34,34,255,255,4139039240,1989755557,66,371,0,0,51.209702,1.388113,1421942966,1421942966,0.625212,0.615879,0.000733,0.0006,0.000133,0,0,0,0,0,4,4,3,2,1,1,1,0,0
59.166.0.7,3800,149.171.126.0,53,udp,CON,0.001113,130,162,31,29,0,0,dns,467205.75,582210.25,2,2,0,0,0,0,65,81,0,0,0.0,0.0,1421937839,1421937839,0.037000000000000005,0.009000000000000001,0.0,0.0,0.0,0,0,0,0,0,5,2,5,8,2,1,1,0,0
59.166.0.7,54199,149.171.126.5,53,udp,CON,0.0012050000000000001,146,178,31,29,0,0,-,484647.3125,590871.375,2,2,0,0,0,0,73,89,0,0,0.0,0.0,1421945424,1421945424,0.011000000000000001,0.01,0.0,0.0,0.0,0,0,0,0,0,18,5,2,2,1,1,1,0,0
59.166.0.2,50725,149.171.126.0,143,tcp,FIN,2.959942,7814,15098,31,29,30,32,-,20946.35547,40484.57422,122,126,255,255,3617092621,1472673146,64,120,0,0,1649.546565,1623.3678960000002,1421939625,1421939628,24.459437,23.675089,0.000684,0.000552,0.000132,0,0,0,0,0,5,5,3,2,1,1,1,0,0
59.166.0.3,37282,149.171.126.1,25,tcp,FIN,0.035456,38106,3380,31,29,19,8,smtp,8438853.0,744584.8125,54,42,255,255,462862249,2609340994,706,80,0,0,39.375514,1.771341,1421953010,1421953010,0.6624720000000001,0.8510489999999999,0.000719,0.000558,0.000161,0,0,0,0,0,2,1,4,6,1,1,1,0,0
59.166.0.4,55109,149.171.126.4,25,tcp,FIN,0.425604,37574,3380,31,29,18,8,smtp,692700.25,62029.49609,52,42,255,255,710665535,711856109,723,80,0,0,733.9054570000001,24.249416,1421941586,1421941586,8.338274,10.365244,0.000782,0.0006230000000000001,0.00015900000000000002,0,0,0,0,0,1,1,2,4,1,1,1,0,0
59.166.0.1,17114,149.171.126.4,53,udp,CON,0.000967,146,178,31,29,0,0,dns,603929.6875,736297.8125,2,2,0,0,0,0,73,89,0,0,0.0,0.0,1421931967,1421931967,0.01,0.006999999999999999,0.0,0.0,0.0,0,0,0,0,0,1,1,2,6,1,1,2,0,0
59.166.0.9,26950,149.171.126.7,53,udp,CON,0.0010890000000000001,146,178,31,29,0,0,dns,536271.8125,653810.8125,2,2,0,0,0,0,73,89,0,0,0.0,0.0,1421948319,1421948319,0.002,0.011000000000000001,0.0,0.0,0.0,0,0,0,0,0,3,3,1,7,2,1,1,0,0
59.166.0.0,64629,149.171.126.1,21440,tcp,FIN,0.367481,8928,320,31,29,4,1,ftp-data,180493.6875,5812.54541,14,6,255,255,1319816007,1988778471,638,53,0,0,2251.703582,89.864773,1421931004,1421931004,28.267770000000002,73.375203,0.001467,0.00047000000000000004,0.000997,0,0,0,0,0,8,3,6,9,1,1,4,0,0
