srcip,sport,dstip,dsport,proto,state,dur,sbytes,dbytes,sttl,dttl,sloss,dloss,service,Sload,Dload,Spkts,Dpkts,swin,dwin,stcpb,dtcpb,smeansz,dmeansz,trans_depth,res_bdy_len,Sjit,Djit,Stime,Ltime,Sintpkt,Dintpkt,tcprtt,synack,ackdat,is_sm_ips_ports,ct_state_ttl,ct_flw_http_mthd,is_ftp_login,ct_ftp_cmd,ct_srv_src,ct_srv_dst,ct_dst_ltm,ct_src_ ltm,ct_src_dport_ltm,ct_dst_sport_ltm,ct_dst_src_ltm,attack_cat,Label
10,175.45.176.0,4159,149.171.126.18,80,tcp,FIN,0.43205600000000005,838,986,62,252,2,2,http,13979.66895,16442.3125,10,10,255,255,3972319434,3549329861,84,99,1,49,3335.436995,90.561766,1421927421,1421927422,48.006221999999994,42.525667999999996,0.09364299999999999,0.048777999999999995,0.044864999999999995,0,1,1,0,0,5,2,1,2,2,1,1,Exploits,1
11,175.45.176.2,43850,149.171.126.13,80,tcp,FIN,0.24483200000000002,876,9446,62,252,2,5,http,25780.94336,286629.2188,10,14,255,255,343078991,3590939569,88,675,1,4200,1295.366611,1510.194144,1421927423,1421927423,27.203556,18.206078,0.052299,0.007492,0.044807,0,1,1,0,0,3,1,1,1,1,1,1,Exploits,1
12,175.45.176.1,4765,149.171.126.13,80,tcp,FIN,0.24900300000000003,744,1306,62,252,2,2,http,21525.8457,36722.44922,10,8,255,255,3245068703,177825371,74,163,1,255,1455.885435,57.56463299999999,1421927425,1421927425,27.666999999999998,32.583285,0.055890999999999996,0.010954,0.044937,0,1,1,0,0,3,2,1,1,1,1,1,Exploits,1
13,175.45.176.3,22359,149.171.126.11,111,udp,INT,1.7e-05,168,0,254,0,0,0,-,39529412.0,0.0,2,0,0,0,0,0,84,0,0,0,0.0,0.0,1421927426,1421927426,0.017,0.0,0.0,0.0,0.0,0,2,0,0,0,2,1,1,1,1,1,1,Reconnaissance,1
14,175.45.176.1,52726,149.171.126.13,80,tcp,FIN,0.513537,776,1284,62,252,2,2,http,10889.186520000001,18008.43945,10,10,255,255,1805425761,2068578368,78,128,1,196,3669.106673,100.935828,1421927425,1421927426,57.059667000000005,51.235,0.11663299999999999,0.051721,0.064912,0,1,1,0,0,3,2,1,1,1,1,1,Exploits,1
15,175.45.176.0,9590,149.171.126.10,6661,tcp,FIN,0.21473499999999998,980,268,254,252,2,1,-,32859.10547,8345.169922,10,6,255,255,1383024720,3085382195,98,45,0,0,994.1446490000001,55.330926,1421927427,1421927427,20.075556,40.729199,0.056606,0.011071,0.045535,0,1,0,0,0,3,1,1,1,1,1,1,Exploits,1
16,175.45.176.0,36918,149.171.126.17,80,tcp,FIN,0.911799,1506,141751,62,252,2,55,http,12713.32813,1232798.0,26,114,255,255,4284724779,2573573010,58,1243,1,68324,1938.616122,956.2477949999999,1421927427,1421927428,36.471959000000005,7.98477,0.018608,0.008915000000000001,0.009693,0,1,1,0,0,1,1,1,1,1,1,1,Exploits,1
17,175.45.176.0,27804,149.171.126.16,111,tcp,FIN,0.695382,564,354,254,252,2,1,-,5844.27002,3566.38501,10,8,255,255,1064076525,1964745949,56,44,0,0,5579.765824,140.926172,1421927428,1421927429,76.503111,91.689,0.075913,0.053548,0.022365,0,1,0,0,0,3,2,1,1,1,1,1,Reconnaissance,1
18,175.45.176.2,63163,149.171.126.11,8080,tcp,FIN,0.29039499999999996,1314,1172,254,252,3,2,http,33196.16406,28264.95117,12,8,255,255,2838465129,3955930954,110,147,2,0,1351.861513,58.209081999999995,1421927429,1421927429,25.254454,39.459,0.059184,0.014163999999999998,0.04502,0,1,1,0,0,2,1,1,1,1,1,1,Exploits,1
19,175.45.176.3,23776,149.171.126.12,80,tcp,FIN,0.195749,946,268,254,252,2,1,http,34820.10156,9154.581055,10,6,255,255,133666212,1554171262,95,45,1,0,1095.915568,64.667461,1421927430,1421927430,20.346,37.067398,0.057799,0.010401,0.047398,0,1,1,0,0,1,1,1,1,1,1,1,Exploits,1
20,175.45.176.2,45388,149.171.126.18,80,tcp,FIN,0.18528599999999998,1144,268,254,252,2,1,http,44471.78906,9671.535156,10,6,255,255,200840729,2599924866,114,45,1,0,1009.797213,58.227897999999996,1421927431,1421927431,18.906778,34.48,0.060103,0.012869,0.047234,0,1,1,0,0,2,1,1,1,1,1,1,Exploits,1
21,175.45.176.0,30003,149.171.126.14,143,tcp,FIN,1.040816,1608,132728,62,252,6,56,-,11975.219729999999,1011391.125,32,116,255,255,2340965388,296988548,50,1144,0,0,1600.718758,860.039642,1421927432,1421927433,33.574709999999996,8.987661,0.057247,0.006222999999999999,0.051024,0,1,0,0,0,3,1,1,1,1,1,1,Exploits,1
22,175.45.176.1,47096,149.171.126.16,111,tcp,FIN,0.625212,564,354,254,252,2,1,-,6500.194824,3966.6545409999994,10,8,255,255,4065997112,478325110,56,44,0,0,5430.792168999999,137.643219,1421927433,1421927434,69.003556,87.915289,0.054839,0.009784000000000001,0.045055,0,1,0,0,0,1,2,1,1,1,1,1,Reconnaissance,1
23,175.45.176.3,9002,149.171.126.19,111,tcp,FIN,0.629429,564,354,254,252,2,1,-,6456.645996,3940.079102,10,8,255,255,3017013647,3952958356,56,44,0,0,5437.992729,137.726844,1421927434,1421927435,69.39066700000001,88.84243000000001,0.05335,0.007514,0.045836,0,1,0,0,0,2,1,1,1,1,1,1,Reconnaissance,1
24,175.45.176.1,12940,149.171.126.16,80,tcp,FIN,0.26827199999999995,878,1002,62,252,2,2,http,23588.0,26152.56055,10,8,255,255,1657065760,2730092963,88,125,1,78,1466.979442,53.908418000000005,1421927435,1421927435,29.808000000000003,37.050855,0.055113999999999996,0.008277,0.046837000000000004,0,1,1,0,0,3,1,1,1,1,1,1,DoS,1
25,175.45.176.3,26334,149.171.126.16,80,tcp,FIN,0.257718,798,5348,62,252,2,3,http,22318.96875,149434.6563,10,10,255,255,714980247,3840527734,80,535,1,2234,1361.329224,1908.7036699999999,1421927436,1421927436,28.635333000000003,27.355221999999998,0.057726,0.010819,0.046907,0,1,1,0,0,2,1,1,1,1,1,1,Exploits,1
26,175.45.176.3,31149,149.171.126.11,80,tcp,FIN,0.261421,840,1420,62,252,2,2,http,23135.09766,38038.26172,10,8,255,255,2108308069,1187700135,84,178,1,291,1431.872477,53.103469,1421927438,1421927438,29.046778000000003,36.294855,0.051533,0.006686,0.044847000000000005,0,1,1,0,0,2,1,1,1,1,1,1,Exploits,1
27,175.45.176.1,24289,149.171.126.19,25,tcp,FIN,0.787029,3422,1834,62,252,7,8,smtp,33045.79688,17717.26172,20,20,255,255,589429397,1035958391,171,92,0,0,1949.06352,45.575828,1421927439,1421927440,41.422578,40.919105,0.055715999999999995,0.008784,0.046932,0,1,0,0,0,1,2,1,1,1,1,1,Exploits,1
28,175.45.176.0,43666,149.171.126.19,25,tcp,FIN,0.6486689999999999,2730,1212,254,252,6,6,smtp,31806.66797,14022.55957,18,16,255,255,2965819230,2287585379,152,76,0,0,1809.8076399999998,47.374184,1421927440,1421927441,36.614588,42.447332,0.058870000000000006,0.011941,0.046929000000000005,0,1,0,0,0,1,2,1,1,1,1,1,Exploits,1
29,175.45.176.3,55249,149.171.126.10,5060,udp,INT,1.9e-05,1388,0,254,0,0,0,-,292210528.0,0.0,2,0,0,0,0,0,694,0,0,0,0.0,0.0,1421927441,1421927441,0.019,0.0,0.0,0.0,0.0,0,2,0,0,0,1,1,1,1,1,1,1,Generic,1
30,175.45.176.0,36159,149.171.126.14,111,udp,INT,1.2e-05,168,0,254,0,0,0,-,56000000.0,0.0,2,0,0,0,0,0,84,0,0,0,0.0,0.0,1421927442,1421927442,0.012,0.0,0.0,0.0,0.0,0,2,0,0,0,1,1,1,1,1,1,1,Reconnaissance,1
31,175.45.176.1,13377,149.171.126.12,80,tcp,FIN,0.187885,842,5084,62,252,2,3,http,32275.0625,194842.5938,10,10,255,255,114736493,263943961,84,508,1,2076,1103.263956,1668.9598019999999,1421927443,1421927443,20.876110999999998,19.461111,0.054717999999999996,0.009946,0.044772,0,1,1,0,0,1,1,1,1,1,1,1,Exploits,1
32,175.45.176.2,29442,149.171.126.19,111,udp,INT,1.7e-05,168,0,254,0,0,0,-,39529412.0,0.0,2,0,0,0,0,0,84,0,0,0,0.0,0.0,1421927445,1421927445,0.017,0.0,0.0,0.0,0.0,0,2,0,0,0,1,1,1,1,1,1,1,Reconnaissance,1
33,175.45.176.0,21990,149.171.126.13,80,tcp,FIN,2.7249950000000003,2952,44474,62,252,8,17,http,8273.042969,127131.25,22,38,255,255,3173766787,3898739370,134,1170,2,811,15282.405830000002,11994.68835,1421927444,1421927447,129.761664,72.96108199999999,0.054766999999999996,0.005354,0.049413,0,1,1,0,0,1,1,1,1,1,1,1,Exploits,1
34,175.45.176.3,46282,149.171.126.14,111,tcp,FIN,0.633943,564,354,254,252,2,1,-,6410.670897999999,3912.023438,10,8,255,255,989626159,2517570187,56,44,0,0,5428.363514,137.309922,1421927446,1421927447,68.938778,89.719859,0.051476999999999995,0.005882,0.045595,0,1,0,0,0,1,1,1,1,1,1,1,Reconnaissance,1
35,175.45.176.3,17410,149.171.126.14,111,udp,INT,4e-06,168,0,254,0,0,0,-,168000000.0,0.0,2,0,0,0,0,0,84,0,0,0,0.0,0.0,1421927449,1421927449,0.004,0.0,0.0,0.0,0.0,0,2,0,0,0,1,1,1,1,1,1,1,Reconnaissance,1
36,175.45.176.1,20549,149.171.126.10,111,udp,INT,1.4000000000000001e-05,168,0,254,0,0,0,-,48000000.0,0.0,2,0,0,0,0,0,84,0,0,0,0.0,0.0,1421927449,1421927449,0.013999999999999999,0.0,0.0,0.0,0.0,0,2,0,0,0,1,1,1,1,1,1,1,Reconnaissance,1
37,175.45.176.0,55659,149.171.126.12,25,tcp,FIN,1.09023,115727,2364,62,252,50,8,smtp,841187.625,16811.13086,106,32,255,255,3039043636,332782917,1092,74,0,0,952.634674,41.712253999999994,1421927449,1421927450,10.383142999999999,34.781934,0.052240999999999996,0.007914000000000001,0.044327,0,1,0,0,0,1,1,1,1,1,1,1,Exploits,1
38,175.45.176.3,7177,149.171.126.16,80,tcp,FIN,0.188505,1208,1020,62,252,2,2,-,46173.84375,37898.19922,10,8,255,255,3169747251,362560593,121,128,1,0,1092.069539,40.735301,1421927450,1421927450,20.945,24.700285,0.031407,0.014591,0.016816,0,1,1,0,0,1,1,1,1,1,1,1,Exploits,1
39,175.45.176.0,56253,149.171.126.12,25,tcp,FIN,0.889128,48267,2028,62,252,24,8,smtp,426251.3125,17491.29492,54,24,255,255,2545306121,2674918876,894,85,0,0,1524.724494,67.425555,1421927450,1421927451,16.776,35.470695,0.094408,0.046449000000000004,0.047958999999999995,0,1,0,0,0,1,1,1,1,1,1,1,Exploits,1
40,175.45.176.3,42254,149.171.126.16,445,tcp,FIN,1.5120129999999998,10976,9180,62,252,19,18,-,56756.12891,47359.38281,44,40,255,255,1762564118,1774833809,249,230,0,0,1777.7988300000002,47.691297,1421927450,1421927452,35.163092,38.108438,0.038093,0.019205,0.018888,0,1,0,0,0,1,1,1,1,1,1,1,Exploits,1
41,175.45.176.2,21424,149.171.126.14,25,tcp,FIN,0.5091359999999999,30730,1760,62,252,16,8,smtp,470161.1875,26397.66016,38,22,255,255,3054748706,1108085454,809,80,0,0,947.577994,32.478736,1421927451,1421927452,13.760432999999999,23.440904,0.050745,0.016218,0.034526999999999995,0,1,0,0,0,1,1,1,1,1,1,1,Exploits,1
42,175.45.176.1,15810,149.171.126.13,80,tcp,FIN,0.164546,6326,268,254,252,3,1,http,281939.4063,10890.57129,12,6,255,255,3749408770,3625265729,527,45,1,0,839.59647,47.480871,1421927453,1421927453,13.32,30.104198999999998,0.059715,0.014021,0.045694,0,1,1,0,0,1,1,1,2,1,1,1,Exploits,1
43,175.45.176.1,61099,149.171.126.17,111,tcp,FIN,0.632601,564,354,254,252,2,1,-,6424.270508,3920.32251,10,8,255,255,192172250,791026797,56,44,0,0,5458.604114,139.175172,1421927452,1421927453,69.59944399999999,89.26414100000001,0.056697000000000004,0.007734,0.048963,0,1,0,0,0,1,1,1,2,1,1,1,Reconnaissance,1
44,175.45.176.3,53973,149.171.126.19,46823,tcp,FIN,0.18449400000000002,1926,268,254,252,2,1,-,75189.4375,9713.052734,10,6,255,255,3383747791,24702174,193,45,0,0,1017.341869,60.25023,1421927454,1421927454,19.211778,35.265198999999996,0.05534,0.008163,0.047177,0,1,0,0,0,1,1,1,1,1,1,1,Exploits,1
45,175.45.176.0,14324,149.171.126.13,502,tcp,FIN,0.21406599999999998,468,268,254,252,2,1,-,15770.83691,8371.25,10,6,255,255,2784361789,2253194490,47,45,0,0,1128.526548,60.616703,1421927456,1421927456,23.785110999999997,41.159,0.052302,0.0076,0.044702,0,1,0,0,0,1,1,1,1,1,1,1,DoS,1
46,175.45.176.2,15985,149.171.126.17,80,tcp,FIN,0.534953,1710,115722,62,252,2,44,http,24420.83789,1711776.5,22,92,255,255,1238755653,2995923100,78,1258,1,55622,1218.397927,703.0503150000001,1421927455,1421927456,25.473952,5.800187,0.050365,0.006418000000000001,0.043947,0,1,1,0,0,1,1,1,1,1,1,1,Generic,1
47,175.45.176.1,59988,149.171.126.15,111,udp,INT,2e-05,168,0,254,0,0,0,-,33600000.0,0.0,2,0,0,0,0,0,84,0,0,0,0.0,0.0,1421927458,1421927458,0.02,0.0,0.0,0.0,0.0,0,2,0,0,0,1,2,1,2,1,1,1,Reconnaissance,1
48,175.45.176.1,50185,149.171.126.16,110,tcp,FIN,0.819419,1018,27074,62,252,7,16,pop3,9489.650391,256982.0781,22,36,255,255,594184674,657922877,46,752,0,0,1936.658931,1472.501123,1421927457,1421927458,39.019951,23.229114000000003,0.051639,0.005657,0.045982,0,1,0,0,0,1,1,1,2,1,1,1,Exploits,1
49,175.45.176.3,13692,149.171.126.15,111,udp,INT,1.4999999999999999e-05,168,0,254,0,0,0,-,44800000.0,0.0,2,0,0,0,0,0,84,0,0,0,0.0,0.0,1421927459,1421927459,0.015,0.0,0.0,0.0,0.0,0,2,0,0,0,1,2,1,1,1,1,1,Reconnaissance,1
50,175.45.176.0,30560,149.171.126.12,80,tcp,FIN,0.185421,954,268,254,252,2,1,http,37061.60547,9664.493164,10,6,255,255,4229362212,825280605,95,45,1,0,1028.773676,61.680676,1421927460,1421927460,20.200332999999997,35.940801,0.049888999999999996,0.005706,0.044183,0,1,1,0,0,2,1,1,1,1,1,1,Exploits,1
51,175.45.176.0,28807,149.171.126.17,80,tcp,FIN,0.183971,1000,268,254,252,2,1,http,39136.60156,9740.665039,10,6,255,255,1815184253,390848912,100,45,1,0,1014.0597449999999,61.461672,1421927461,1421927461,18.863778,35.523602000000004,0.052037,0.006343,0.045694,0,1,1,0,0,2,1,1,1,1,1,1,Exploits,1
52,175.45.176.2,6551,149.171.126.12,162,udp,INT,2.1e-05,136,0,254,0,0,0,snmp,25904762.0,0.0,2,0,0,0,0,0,68,0,0,0,0.0,0.0,1421927462,1421927462,0.021,0.0,0.0,0.0,0.0,0,2,0,0,0,1,1,1,1,1,1,1,DoS,1
53,175.45.176.2,7371,149.171.126.15,110,tcp,FIN,0.760579,1062,30944,62,252,7,17,pop3,10665.55859,316916.4688,22,38,255,255,2575538882,1649942317,48,814,0,0,1845.447951,1383.238158,1421927463,1421927464,36.218047,20.001486,0.04999,0.00571,0.04428,0,1,0,0,0,1,1,1,1,1,1,1,Exploits,1
54,175.45.176.0,44900,149.171.126.10,36668,tcp,FIN,0.24002600000000002,724,268,254,252,2,1,-,21730.97852,7465.85791,10,6,255,255,4111228192,3501049438,72,45,0,0,1408.0573259999999,70.982984,1421927465,1421927466,25.342889000000003,45.208602,0.026861000000000003,0.013978999999999998,0.012882,0,1,0,0,0,1,1,1,1,1,1,1,Shellcode,1
55,175.45.176.1,18257,149.171.126.10,35019,udp,INT,4e-06,376,0,254,0,0,0,-,376000000.0,0.0,2,0,0,0,0,0,188,0,0,0,0.0,0.0,1421927466,1421927466,0.004,0.0,0.0,0.0,0.0,0,2,0,0,0,1,1,1,1,1,1,1,Shellcode,1
56,175.45.176.0,40411,149.171.126.13,110,tcp,FIN,2.788974,3470,538277,62,252,7,206,pop3,9827.269531,1540305.5,78,416,255,255,828504657,3589115143,44,1294,0,0,1787.2580100000002,728.7690240000001,1421927464,1421927467,36.220442999999996,6.696039,0.049865,0.0057020000000000005,0.044163,0,1,0,0,0,1,1,1,1,1,1,1,Exploits,1
57,175.45.176.0,40411,149.171.126.13,110,tcp,FIN,2.788974,3470,538277,62,252,7,206,pop3,9827.269531,1540305.5,78,416,255,255,828504657,3589115143,44,1294,0,0,1787.2580100000002,728.7690240000001,1421927464,1421927467,36.220442999999996,6.696039,0.049865,0.0057020000000000005,0.044163,0,1,0,0,0,1,1,1,1,1,1,1,Exploits,1
58,175.45.176.0,45372,149.171.126.16,111,tcp,FIN,0.625921,564,354,254,252,2,1,-,6492.832031,3962.1613770000004,10,8,255,255,1226406133,3253533023,56,44,0,0,5421.360504,139.42568799999998,1421927467,1421927468,69.546778,87.469711,0.053786,0.00878,0.045006,0,1,0,0,0,1,1,1,1,1,1,1,Reconnaissance,1
59,175.45.176.2,35000,149.171.126.19,80,tcp,FIN,0.19078299999999998,1092,268,254,252,2,1,http,41219.60547,9392.871094,10,6,255,255,2783617730,1043538070,109,45,1,0,1095.271931,65.959016,1421927468,1421927469,20.585889,36.779199,0.053961,0.00688,0.047081,0,1,1,0,0,1,1,1,1,1,1,1,Reconnaissance,1
60,175.45.176.0,7595,149.171.126.14,5555,tcp,FIN,0.17338499999999998,1944,268,254,252,2,1,-,80745.16406,10335.38086,10,6,255,255,2574562425,3287667336,194,45,0,0,955.122209,57.622852,1421927470,1421927471,17.729889,33.444602,0.049502,0.006152,0.04335,0,1,0,0,0,1,1,1,1,1,1,1,Exploits,1
61,175.45.176.3,22406,149.171.126.14,80,tcp,FIN,0.21913000000000002,820,2900,62,252,2,2,http,26942.91211,92657.32813,10,8,255,255,695185601,56900825,82,363,1,1032,1314.996782,53.527547,1421927471,1421927472,24.347777999999998,29.978571999999996,0.049522000000000004,0.005342,0.044180000000000004,0,1,1,0,0,2,1,1,1,1,1,1,Exploits,1
62,175.45.176.3,52793,149.171.126.16,80,tcp,FIN,0.388577,920,34618,62,252,2,14,http,17376.2207,690457.75,12,32,255,255,1290138545,60107767,77,1082,1,16384,2086.122875,1430.2970460000001,1421927473,1421927474,35.325183,12.121483999999999,0.05449299999999999,0.008343999999999999,0.046149,0,1,1,0,0,2,1,1,1,1,1,1,Exploits,1
63,175.45.176.1,4542,149.171.126.12,80,tcp,FIN,0.191423,886,268,254,252,2,1,http,33350.22266,9361.466797,10,6,255,255,3601613472,1522186478,89,45,1,0,1011.202777,59.914652000000004,1421927474,1421927475,19.786667,37.064,0.050714999999999996,0.006095000000000001,0.04462,0,1,1,0,0,1,1,1,1,1,1,1,Exploits,1
64,175.45.176.2,35605,149.171.126.18,80,tcp,FIN,0.196875,836,7512,62,252,2,4,http,30598.09375,279812.0625,10,12,255,255,2048246164,2938376599,84,626,1,3249,1101.959675,1523.149591,1421927476,1421927476,21.875,16.250636,0.05137100000000001,0.005837,0.045534,0,1,1,0,0,1,1,1,1,1,1,1,Exploits,1
65,175.45.176.1,43058,149.171.126.14,110,tcp,FIN,0.785499,1016,32278,62,252,7,18,pop3,9879.070312,320530.0313,22,40,255,255,1048734373,1773457730,46,807,0,0,1837.896475,1343.8236,1421927476,1421927477,37.404714,19.947001,0.049779000000000004,0.006328,0.043451,0,1,0,0,0,1,1,1,1,1,1,1,Exploits,1
66,175.45.176.1,43058,149.171.126.14,110,tcp,FIN,0.785499,1016,32278,62,252,7,18,pop3,9879.070312,320530.0313,22,40,255,255,1048734373,1773457730,46,807,0,0,1837.896475,1343.8236,1421927476,1421927477,37.404714,19.947001,0.049779000000000004,0.006328,0.043451,0,1,0,0,0,1,1,1,1,1,1,1,Exploits,1
67,175.45.176.3,42061,149.171.126.18,59324,tcp,FIN,0.389653,732,354,254,252,2,1,-,13529.987309999999,6364.637207,10,8,255,255,3048296847,3890197923,73,44,0,0,2911.273623,114.352617,1421927477,1421927478,41.974556,52.47843,0.067166,0.022293,0.044873,0,1,0,0,0,1,1,1,1,1,1,1,Shellcode,1
68,175.45.176.1,9638,149.171.126.17,80,tcp,FIN,0.179551,908,268,254,252,2,1,http,36446.46875,9980.451172,10,6,255,255,64510336,2959902752,91,45,1,0,984.920507,59.251789,1421927478,1421927479,18.448667,34.630801,0.050624,0.006393,0.044231,0,1,1,0,0,1,1,1,1,1,1,1,Exploits,1
69,175.45.176.3,40982,149.171.126.12,25,tcp,FIN,0.8197190000000001,9089,1856,62,252,10,8,smtp,85297.52344,17215.6543,26,20,255,255,2638333719,1499533256,350,93,0,0,1805.46174,50.86325,1421927479,1421927480,32.788761,42.49100000000001,0.053302999999999996,0.006697,0.046606,0,1,0,0,0,1,1,1,1,1,1,1,Exploits,1
70,175.45.176.1,35063,149.171.126.17,111,udp,INT,1e-05,168,0,254,0,0,0,-,67200000.0,0.0,2,0,0,0,0,0,84,0,0,0,0.0,0.0,1421927480,1421927480,0.01,0.0,0.0,0.0,0.0,0,2,0,0,0,1,1,1,1,1,1,1,Reconnaissance,1
71,175.45.176.2,40291,149.171.126.19,143,tcp,FIN,0.6688310000000001,1008,12548,62,252,6,10,-,11387.032229999999,143845.0156,18,24,255,255,1863885858,41339344,56,523,0,0,1957.079172,1683.832139,1421927481,1421927482,39.343,28.666219,0.053105999999999993,0.005869,0.047237,0,1,0,0,0,1,1,1,1,1,1,1,Exploits,1
72,175.45.176.2,40291,149.171.126.19,143,tcp,FIN,0.6688310000000001,1008,12548,62,252,6,10,-,11387.032229999999,143845.0156,18,24,255,255,1863885858,41339344,56,523,0,0,1957.079172,1683.832139,1421927481,1421927482,39.343,28.666219,0.053105999999999993,0.005869,0.047237,0,1,0,0,0,1,1,1,1,1,1,1,Exploits,1
73,175.45.176.2,40291,149.171.126.19,143,tcp,FIN,0.6688310000000001,1008,12548,62,252,6,10,-,11387.032229999999,143845.0156,18,24,255,255,1863885858,41339344,56,523,0,0,1957.079172,1683.832139,1421927481,1421927482,39.343,28.666219,0.053105999999999993,0.005869,0.047237,0,1,0,0,0,1,1,1,1,1,1,1,Exploits,1
74,175.45.176.3,59106,149.171.126.18,111,tcp,FIN,0.626161,564,354,254,252,2,1,-,6490.34375,3960.642822,10,8,255,255,1793132359,3920545789,56,44,0,0,5429.095590999999,138.693875,1421927482,1421927483,69.016889,88.591289,0.050901999999999996,0.006012,0.04489,0,1,0,0,0,1,1,1,1,1,1,1,Reconnaissance,1
75,175.45.176.2,44133,149.171.126.19,111,udp,INT,1.1e-05,168,0,254,0,0,0,-,61090908.0,0.0,2,0,0,0,0,0,84,0,0,0,0.0,0.0,1421927483,1421927483,0.011000000000000001,0.0,0.0,0.0,0.0,0,2,0,0,0,2,1,1,1,1,1,1,Reconnaissance,1
76,175.45.176.2,8037,149.171.126.10,80,tcp,FIN,0.38363800000000003,1516,66749,62,252,2,25,http,29652.95508,1366142.0,16,54,255,255,474698210,2980829899,95,1236,1,31964,1279.699112,847.500933,1421927485,1421927485,25.575867000000002,7.069358,0.053316999999999996,0.00806,0.045257,0,1,1,0,0,1,1,1,1,1,1,1,Generic,1
77,175.45.176.0,16116,149.171.126.12,111,udp,INT,1e-05,168,0,254,0,0,0,-,67200000.0,0.0,2,0,0,0,0,0,84,0,0,0,0.0,0.0,1421927485,1421927485,0.01,0.0,0.0,0.0,0.0,0,2,0,0,0,1,1,1,1,1,1,1,Reconnaissance,1
